frame,motions,detections,frame_motions,frame_detections
1147,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1148,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1149,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1150,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1151,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1152,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1153,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1154,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1155,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1156,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1157,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1158,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1159,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1160,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1161,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1162,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1163,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1164,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1165,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1166,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1167,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1168,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1169,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1170,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1171,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1172,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1173,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1174,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1175,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1176,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1177,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1178,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1179,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1180,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1181,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1182,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1183,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1184,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1185,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1186,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1187,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1188,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1189,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1190,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1191,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1192,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1193,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1194,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1195,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1196,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1197,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1198,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1199,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1200,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1201,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1202,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1203,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1204,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1205,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1206,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1207,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1208,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1209,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1210,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1211,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1212,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1213,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1214,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1215,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1216,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1217,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1218,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1219,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1220,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1221,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1222,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1223,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1224,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1225,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1226,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1227,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1228,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1229,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1230,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1231,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1232,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1233,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1234,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1235,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1236,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1237,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1238,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1239,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1240,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1241,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1242,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1243,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1244,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1245,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1246,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1247,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1248,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1249,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1250,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1251,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1252,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1253,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1254,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1255,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1256,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1257,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1258,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1259,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1260,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1261,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1262,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1263,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1264,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1265,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1266,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1267,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1268,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1269,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1270,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1271,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1272,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1273,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1274,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1275,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1276,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1277,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1278,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1279,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1280,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1281,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1282,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1283,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1284,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1285,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1286,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1287,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1288,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1289,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1290,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1291,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1292,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1293,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1294,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1295,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1296,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1297,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1298,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1299,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1300,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1301,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1302,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1303,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1304,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1305,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1306,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1307,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1308,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1309,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1310,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1311,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1312,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1313,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1314,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1315,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1316,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1317,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1318,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1319,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1320,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1321,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1322,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1323,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1324,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1325,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1326,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1327,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1328,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1329,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1330,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1331,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1332,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1333,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1334,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1335,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1336,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1337,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1338,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1339,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1340,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1341,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1342,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1343,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1344,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1345,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1346,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1347,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1348,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1349,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1350,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1351,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1352,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1353,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1354,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1355,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1356,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1357,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1358,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1359,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1360,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1361,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1362,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1363,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1364,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1365,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1366,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1367,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1368,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1369,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1370,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1371,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1372,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1373,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1374,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1375,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1376,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1377,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1378,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1379,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1380,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1381,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1382,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
1383,"(0.0, 596.0, 28.0, 102.0)","(0, 0, 0, 0)","[(0, 596, 28, 102)]",[]
1384,"(0.0, 570.5, 67.0, 97.5)","(62.82728958129883, 515.59033203125, 122.6619644165039, 331.3843078613281)","[(0, 652, 20, 40), (0, 489, 114, 155)]","[(62.82728958129883, 515.59033203125, 122.6619644165039, 331.3843078613281)]"
1385,"(0.0, 468.0, 119.0, 166.5)","(95.6244125366211, 495.035888671875, 191.2488250732422, 255.22317504882812)","[(0, 552, 89, 140), (0, 384, 149, 193)]","[(95.6244125366211, 495.035888671875, 191.2488250732422, 255.22317504882812)]"
1386,"(3.3333333333333335, 474.3333333333333, 111.66666666666667, 127.33333333333333)","(97.50005340576172, 383.71905517578125, 195.00010681152344, 238.2318115234375)","[(0, 644, 19, 46), (0, 456, 131, 189), (10, 323, 185, 147)]","[(97.50005340576172, 383.71905517578125, 195.00010681152344, 238.2318115234375)]"
1387,"(59.5, 367.5, 105.25, 131.0)","(146.0547332763672, 292.3657531738281, 202.96527099609375, 234.41064453125)","[(0, 652, 15, 37), (0, 343, 179, 298), (190, 271, 50, 31), (48, 204, 177, 158)]","[(146.0547332763672, 292.3657531738281, 202.96527099609375, 234.41064453125)]"
1388,"(39.333333333333336, 342.6666666666667, 116.0, 190.33333333333334)","(0, 0, 0, 0)","[(0, 654, 13, 33), (0, 266, 178, 375), (118, 108, 157, 163)]",[]
1389,"(100.66666666666667, 275.1666666666667, 92.16666666666667, 112.66666666666667)","(0, 0, 0, 0)","[(0, 656, 12, 29), (0, 459, 122, 179), (23, 209, 152, 259), (186, 170, 55, 47), (109, 86, 179, 129), (286, 71, 33, 33)]",[]
1390,"(10.5, 267.5, 195.0, 272.5)","(0, 0, 0, 0)","[(0, 458, 122, 179), (21, 77, 268, 366)]",[]
1391,"(318.75, 309.0, 109.0, 147.0)","(0, 0, 0, 0)","[(0, 476, 84, 160), (82, 453, 39, 35), (1176, 228, 30, 28), (17, 79, 283, 365)]",[]
1392,"(108.5, 192.5, 120.75, 160.75)","(0, 0, 0, 0)","[(0, 481, 80, 154), (238, 143, 23, 28), (22, 80, 204, 361), (174, 66, 176, 100)]",[]
1393,"(120.2, 160.2, 103.2, 128.6)","(0, 0, 0, 0)","[(0, 483, 81, 151), (214, 83, 40, 16), (27, 83, 212, 358), (138, 82, 39, 16), (222, 70, 144, 102)]",[]
1394,"(103.75, 218.75, 144.5, 162.25)","(0, 0, 0, 0)","[(0, 485, 74, 149), (29, 265, 136, 176), (266, 66, 210, 118), (120, 59, 158, 206)]",[]
1395,"(118.25, 225.75, 139.75, 153.25)","(0, 0, 0, 0)","[(0, 508, 56, 124), (33, 268, 118, 167), (318, 66, 189, 118), (122, 61, 196, 204)]",[]
1396,"(109.6, 304.2, 107.8, 101.2)","(0, 0, 0, 0)","[(0, 586, 29, 44), (0, 527, 33, 52), (85, 277, 65, 98), (124, 70, 218, 190), (339, 61, 194, 122)]",[]
1397,"(186.33333333333334, 139.33333333333334, 164.0, 125.66666666666667)","(0, 0, 0, 0)","[(86, 280, 47, 77), (122, 74, 263, 179), (351, 64, 182, 121)]",[]
1398,"(171.0, 185.0, 122.25, 94.75)","(0, 0, 0, 0)","[(94, 310, 38, 44), (88, 290, 32, 23), (125, 79, 262, 174), (377, 61, 157, 138)]",[]
1399,"(126.0, 49.0, 409.0, 203.0)","(0, 0, 0, 0)","[(126, 49, 409, 203)]",[]
1400,"(127.0, 46.0, 403.0, 201.0)","(0, 0, 0, 0)","[(127, 46, 403, 201)]",[]
1401,"(128.0, 43.0, 375.0, 203.0)","(0, 0, 0, 0)","[(128, 43, 375, 203)]",[]
1402,"(277.0, 61.0, 209.5, 84.5)","(0, 0, 0, 0)","[(132, 69, 379, 152), (422, 53, 40, 17)]",[]
1403,"(133.0, 44.0, 369.0, 171.0)","(0, 0, 0, 0)","[(133, 44, 369, 171)]",[]
1404,"(134.0, 43.0, 366.0, 169.0)","(0, 0, 0, 0)","[(134, 43, 366, 169)]",[]
1405,"(134.0, 41.0, 374.0, 151.0)","(0, 0, 0, 0)","[(134, 41, 374, 151)]",[]
1406,"(134.0, 37.0, 368.0, 149.0)","(0, 0, 0, 0)","[(134, 37, 368, 149)]",[]
1407,"(137.0, 36.0, 374.0, 150.0)","(0, 0, 0, 0)","[(137, 36, 374, 150)]",[]
1408,"(140.0, 34.0, 391.0, 151.0)","(0, 0, 0, 0)","[(140, 34, 391, 151)]",[]
1409,"(284.0, 44.5, 208.0, 96.0)","(0, 0, 0, 0)","[(425, 55, 23, 41), (143, 34, 393, 151)]",[]
1410,"(279.5, 57.0, 208.0, 85.0)","(0, 0, 0, 0)","[(150, 79, 374, 106), (409, 35, 42, 64)]",[]
1411,"(151.0, 36.0, 381.0, 149.0)","(0, 0, 0, 0)","[(151, 36, 381, 149)]",[]
1412,"(302.6, 86.6, 73.6, 63.4)","(0, 0, 0, 0)","[(153, 115, 37, 53), (212, 111, 76, 43), (324, 98, 35, 39), (470, 75, 38, 30), (354, 34, 182, 152)]",[]
1413,"(387.5, 58.0, 109.0, 72.5)","(0, 0, 0, 0)","[(364, 79, 171, 107), (411, 37, 47, 38)]",[]
1414,"(391.0, 58.0, 105.0, 76.0)","(0, 0, 0, 0)","[(368, 80, 166, 104), (414, 36, 44, 48)]",[]
1415,"(391.0, 58.0, 96.0, 75.5)","(0, 0, 0, 0)","[(371, 79, 163, 105), (411, 37, 29, 46)]",[]
1416,"(403.6666666666667, 53.0, 71.0, 54.666666666666664)","(0, 0, 0, 0)","[(374, 78, 162, 105), (412, 45, 15, 39), (425, 36, 36, 20)]",[]
1417,"(404.0, 53.5, 109.5, 66.0)","(0, 0, 0, 0)","[(383, 76, 149, 108), (425, 31, 70, 24)]",[]
1418,"(411.3333333333333, 53.0, 75.33333333333333, 53.0)","(0, 0, 0, 0)","[(386, 75, 144, 107), (412, 50, 17, 34), (436, 34, 65, 18)]",[]
1419,"(378.0, 76.0, 148.0, 105.0)","(0, 0, 0, 0)","[(378, 76, 148, 105)]",[]
1420,"(389.0, 75.0, 135.0, 104.0)","(0, 0, 0, 0)","[(389, 75, 135, 104)]",[]
1421,"(392.0, 75.0, 128.0, 103.0)","(0, 0, 0, 0)","[(392, 75, 128, 103)]",[]
1422,"(397.0, 75.0, 119.0, 102.0)","(0, 0, 0, 0)","[(397, 75, 119, 102)]",[]
1423,"(397.0, 75.0, 117.0, 100.0)","(0, 0, 0, 0)","[(397, 75, 117, 100)]",[]
1424,"(397.0, 75.0, 109.0, 99.0)","(0, 0, 0, 0)","[(397, 75, 109, 99)]",[]
1425,"(406.0, 75.0, 100.0, 98.0)","(0, 0, 0, 0)","[(406, 75, 100, 98)]",[]
1426,"(408.0, 75.0, 95.0, 92.0)","(0, 0, 0, 0)","[(408, 75, 95, 92)]",[]
1427,"(412.0, 76.0, 86.0, 89.0)","(0, 0, 0, 0)","[(412, 76, 86, 89)]",[]
1428,"(422.0, 75.0, 73.0, 87.0)","(0, 0, 0, 0)","[(422, 75, 73, 87)]",[]
1429,"(418.5, 69.0, 45.0, 54.0)","(0, 0, 0, 0)","[(424, 84, 72, 74), (413, 54, 18, 34)]",[]
1430,"(440.0, 87.0, 53.0, 44.0)","(0, 0, 0, 0)","[(440, 87, 53, 44)]",[]
1431,"(415.0, 62.333333333333336, 43.666666666666664, 40.333333333333336)","(0, 0, 0, 0)","[(416, 96, 62, 56), (415, 60, 13, 34), (414, 31, 56, 31)]",[]
1432,"(431.3333333333333, 57.333333333333336, 48.0, 48.666666666666664)","(0, 0, 0, 0)","[(465, 80, 30, 34), (412, 61, 60, 84), (417, 31, 54, 28)]",[]
1433,"(437.5, 69.0, 40.5, 60.5)","(0, 0, 0, 0)","[(463, 77, 34, 42), (412, 61, 47, 79)]",[]
1434,"(437.5, 69.5, 41.5, 53.0)","(0, 0, 0, 0)","[(463, 77, 34, 35), (412, 62, 49, 71)]",[]
1435,"(430.6666666666667, 55.333333333333336, 47.666666666666664, 47.333333333333336)","(0, 0, 0, 0)","[(464, 77, 34, 35), (412, 66, 50, 66), (416, 23, 59, 41)]",[]
1436,"(431.0, 54.0, 40.333333333333336, 49.0)","(0, 0, 0, 0)","[(465, 75, 36, 37), (413, 68, 50, 63), (415, 19, 35, 47)]",[]
1437,"(429.6666666666667, 55.666666666666664, 43.0, 49.666666666666664)","(0, 0, 0, 0)","[(464, 74, 36, 40), (411, 72, 50, 61), (414, 21, 43, 48)]",[]
1438,"(427.6666666666667, 61.666666666666664, 34.0, 40.666666666666664)","(0, 0, 0, 0)","[(460, 75, 39, 39), (410, 73, 37, 49), (413, 37, 26, 34)]",[]
1439,"(427.6666666666667, 56.666666666666664, 38.666666666666664, 46.0)","(0, 0, 0, 0)","[(460, 75, 33, 35), (410, 75, 40, 49), (413, 20, 43, 54)]",[]
1440,"(428.0, 64.33333333333333, 31.666666666666668, 37.666666666666664)","(0, 0, 0, 0)","[(411, 78, 38, 45), (460, 75, 38, 33), (413, 40, 19, 35)]",[]
1441,"(436.5, 76.0, 35.5, 38.0)","(0, 0, 0, 0)","[(411, 77, 37, 44), (462, 75, 34, 32)]",[]
1442,"(412.0, 79.0, 64.0, 55.0)","(0, 0, 0, 0)","[(412, 79, 64, 55)]",[]
1443,"(416.0, 86.0, 76.0, 51.0)","(0, 0, 0, 0)","[(416, 86, 76, 51)]",[]
1444,"(444.0, 82.5, 40.0, 37.5)","(0, 0, 0, 0)","[(420, 90, 59, 45), (468, 75, 21, 30)]",[]
1445,"(425.0, 92.5, 37.5, 31.5)","(0, 0, 0, 0)","[(436, 102, 42, 31), (414, 83, 33, 32)]",[]
1446,"(414.0, 82.0, 63.0, 50.0)","(0, 0, 0, 0)","[(414, 82, 63, 50)]",[]
1447,"(413.0, 75.0, 64.0, 57.0)","(0, 0, 0, 0)","[(413, 75, 64, 57)]",[]
1448,"(424.5, 89.5, 37.0, 30.5)","(0, 0, 0, 0)","[(435, 102, 40, 30), (414, 77, 34, 31)]",[]
1449,"(427.0, 93.0, 34.5, 26.5)","(0, 0, 0, 0)","[(440, 102, 35, 30), (414, 84, 34, 23)]",[]
1450,"(426.5, 94.0, 33.5, 24.5)","(0, 0, 0, 0)","[(439, 103, 31, 28), (414, 85, 36, 21)]",[]
1451,"(429.0, 95.0, 31.0, 24.5)","(0, 0, 0, 0)","[(442, 104, 27, 27), (416, 86, 35, 22)]",[]
1452,"(420.0, 82.0, 47.0, 49.0)","(0, 0, 0, 0)","[(420, 82, 47, 49)]",[]
1453,"(420.0, 82.0, 46.0, 49.0)","(0, 0, 0, 0)","[(420, 82, 46, 49)]",[]
1454,"(416.0, 79.0, 50.0, 49.0)","(0, 0, 0, 0)","[(416, 79, 50, 49)]",[]
1455,"(416.0, 76.0, 48.0, 51.0)","(0, 0, 0, 0)","[(416, 76, 48, 51)]",[]
1456,"(421.0, 76.0, 43.0, 52.0)","(0, 0, 0, 0)","[(421, 76, 43, 52)]",[]
1457,"(433.0, 90.0, 56.0, 37.0)","(0, 0, 0, 0)","[(433, 90, 56, 37)]",[]
1458,"(432.0, 93.0, 55.0, 34.0)","(0, 0, 0, 0)","[(432, 93, 55, 34)]",[]
1459,"(421.0, 95.0, 64.0, 31.0)","(0, 0, 0, 0)","[(421, 95, 64, 31)]",[]
